Sample	Type	Genomic Location (hg19)	P-value (ChIPseeqer)	Score (ChIPseeqer)	Peak Width	RefSeq ID	Entrez ID	Gene Symbol	Relative To Gene (prom=-2.0/+1.0kb)	TSS Distance	Closest RefSeq ID	Closest Entrez ID	Closest Gene Symbol	Relative To Closest Gene (prom=-2.0/+1.0kb)	TSS Closest Distance	Closest End RefSeq ID	Closest End Entrez ID	Closest End Gene Symbol	Relative To Closest Gene End (prom=-2.0/+1.0kb)	End Closest Distance	#1 Closest RefSeq ID	#1 Closest Entrez ID	#1 Closest Gene Symbol	#1 TSS Closest Distance	#2 Closest RefSeq ID	#2 Closest Entrez ID	#2 Closest Gene Symbol	#2 TSS Closest Distance	#3 Closest RefSeq ID	#3 Closest Entrez ID	#3 Closest Gene Symbol	#3 TSS Closest Distance	#4 Closest RefSeq ID	#4 Closest Entrez ID	#4 Closest Gene Symbol	#4 TSS Closest Distance	#5 Closest RefSeq ID	#5 Closest Entrez ID	#5 Closest Gene Symbol	#5 TSS Closest Distance	miR Symbol	Relative To miR	miR Start Closest Distance	miR Start Distance	Centromere/Telomere	Simple Tandem Repeats	ENCODE blacklist	Giulia blacklist	TAD domains	Genes in same TAD domain	Gene in TAD	Closest gene in TAD	Overlaps TSS	Peaks per gene	Genomic Location	ENCODE blacklist GRCh38	Peaks Per Gene	Peak Relative To Gene (prom=-2/+1kb)	Peak TSS Distance	Peak Relative To Closest Gene (prom=-2/+1kb)	Peak TSS Closest Distance	Peak Relative To Closest Gene End (prom=-2/+1kb)	Peak End Closest Distance	Peak Relative To miR	Peak miR Start Closest Distance	Peak miR Start Distance
BJAB-H3K27ACAM_Lib-5_LE038	ACAM	chr3:187455214-187469209	-171.984	111.211	13996	NM_001706	604	BCL6	intronic	1302	NM_001706	604	BCL6	intronic	1302.0	NR_036497	339929	LPP-AS2	intergenic	409665.0	NM_001706	604.0	BCL6	1302.0	NM_001004312	344892.0	RTP2	-41866.0	NR_034062	100131635.0	LOC100131635	42057.0	NM_001048	6750.0	SST	-74010.0	NM_022147	64108.0	RTP4	376043.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	4.0												
DB-H3K27ACAM_Lib-5_LE039	ACAM	chr3:187437606-187438240	-22.8832	21.4045	635	NR_034062	100131635	LOC100131635	intronic	17769	NM_001134738	604	BCL6	intergenic	14772.0	NM_001130845	604	BCL6	intergenic	16362.0	NM_001134738	604.0	BCL6	14772.0	NM_001004312	344892.0	RTP2	-17578.0	NR_034062	100131635.0	LOC100131635	17769.0	NM_001048	6750.0	SST	-49722.0	NM_022147	64108.0	RTP4	351755.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		4.0												
DB-H3K27ACAM_Lib-5_LE039	ACAM	chr3:187438362-187438652	-21.3534	19.7981	291	NR_034062	100131635	LOC100131635	intronic	18353	NM_001134738	604	BCL6	intergenic	14188.0	NM_001130845	604	BCL6	intergenic	15778.0	NM_001134738	604.0	BCL6	14188.0	NM_001004312	344892.0	RTP2	-18162.0	NR_034062	100131635.0	LOC100131635	18353.0	NM_001048	6750.0	SST	-50306.0	NM_022147	64108.0	RTP4	352339.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		4.0												
DB-H3K27ACAM_Lib-5_LE039	ACAM	chr3:187448247-187448521	-22.0741	20.9615	275	NR_034062;NM_001134738	100131635;604	LOC100131635;BCL6	intronic;intronic	28230;4311	NM_001134738	604	BCL6	intronic	4311.0	NM_001130845	604	BCL6	intronic	5901.0	NM_001134738	604.0	BCL6	4311.0	NM_001004312	344892.0	RTP2	-28039.0	NR_034062	100131635.0	LOC100131635	28230.0	NM_001048	6750.0	SST	-60183.0	NM_022147	64108.0	RTP4	362216.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		5.0												
DB-H3K27ACAM_Lib-5_LE039	ACAM	chr3:187448641-187449107	-26.4853	24.4594	467	NR_034062;NM_001134738	100131635;604	LOC100131635;BCL6	intronic;intronic	28720;3821	NM_001134738	604	BCL6	intronic	3821.0	NM_001130845	604	BCL6	intronic	5411.0	NM_001134738	604.0	BCL6	3821.0	NM_001004312	344892.0	RTP2	-28529.0	NR_034062	100131635.0	LOC100131635	28720.0	NM_001048	6750.0	SST	-60673.0	NM_022147	64108.0	RTP4	362706.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		5.0												
DB-H3K27ACAM_Lib-5_LE039	ACAM	chr3:187453635-187454434	-24.3707	21.5843	800	NM_001130845	604	BCL6	promoter,exonic	251	NM_001134738	604	BCL6	promoter	-1339.0	NR_036497	339929	LPP-AS2	intergenic	417842.0	NM_001134738	604.0	BCL6	-1339.0	NM_001004312	344892.0	RTP2	-33689.0	NR_034062	100131635.0	LOC100131635	33880.0	NM_001048	6750.0	SST	-65833.0	NM_022147	64108.0	RTP4	367866.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
DB-H3K27ACAM_Lib-5_LE039	ACAM	chr3:187455248-187455357	-20.036	19.9973	110	NM_001130845	604	BCL6	promoter	-1017	NM_001706	604	BCL6	intronic	8211.0	NR_036497	339929	LPP-AS2	intergenic	416574.0	NM_001706	604.0	BCL6	8211.0	NM_001004312	344892.0	RTP2	-34957.0	NR_034062	100131635.0	LOC100131635	35148.0	NM_001048	6750.0	SST	-67101.0	NM_022147	64108.0	RTP4	369134.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
DB-H3K27ACAM_Lib-5_LE039	ACAM	chr3:187455714-187464254	-110.2939	72.9855	8541	NM_001706	604	BCL6	intronic	3529	NM_001706	604	BCL6	intronic	3529.0	NR_036497	339929	LPP-AS2	intergenic	411892.0	NM_001706	604.0	BCL6	3529.0	NM_001004312	344892.0	RTP2	-39639.0	NR_034062	100131635.0	LOC100131635	39830.0	NM_001048	6750.0	SST	-71783.0	NM_022147	64108.0	RTP4	373816.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
DB-H3K27ACAM_Lib-5_LE039	ACAM	chr3:187464426-187469074	-150.4506	95.4954	4649						NM_001706	604	BCL6	intergenic	-3237.0	NR_036497	339929	LPP-AS2	intergenic	405126.0	NM_001706	604.0	BCL6	-3237.0	NM_001004312	344892.0	RTP2	-46405.0	NR_034062	100131635.0	LOC100131635	46596.0	NM_001048	6750.0	SST	-78549.0	NM_022147	64108.0	RTP4	380582.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		0.0												
SUDHL5-H3K27ACAM_Lib-2_LE018	ACAM	chr3:187437568-187438464	-20.5257	21.2579	897	NR_034062	100131635	LOC100131635	intronic	17862	NM_001134738	604	BCL6	intergenic	14679.0	NM_001130845	604	BCL6	intergenic	16269.0	NM_001134738	604.0	BCL6	14679.0	NM_001004312	344892.0	RTP2	-17671.0	NR_034062	100131635.0	LOC100131635	17862.0	NM_001048	6750.0	SST	-49815.0	NM_022147	64108.0	RTP4	351848.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		1.0												
SUDHL5-H3K27ACAM_Lib-2_LE018	ACAM	chr3:187452715-187452870	-17.0971	20.6442	156	NM_001134738	604	BCL6	promoter	-97	NM_001134738	604	BCL6	promoter	-97.0	NR_036497	339929	LPP-AS2	intergenic	419084.0	NM_001134738	604.0	BCL6	-97.0	NM_001004312	344892.0	RTP2	-32447.0	NR_034062	100131635.0	LOC100131635	32638.0	NM_001048	6750.0	SST	-64591.0	NM_022147	64108.0	RTP4	366624.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
SUDHL5-H3K27ACAM_Lib-2_LE018	ACAM	chr3:187452994-187453331	-15.1522	19.0	338	NM_001134738	604	BCL6	promoter	-467	NM_001134738	604	BCL6	promoter	-467.0	NR_036497	339929	LPP-AS2	intergenic	418714.0	NM_001134738	604.0	BCL6	-467.0	NM_001004312	344892.0	RTP2	-32817.0	NR_034062	100131635.0	LOC100131635	33008.0	NM_001048	6750.0	SST	-64961.0	NM_022147	64108.0	RTP4	366994.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
SUDHL5-H3K27ACAM_Lib-2_LE018	ACAM	chr3:187453645-187455008	-28.0871	27.293	1364	NM_001130845	604	BCL6	promoter	-41	NM_001706	604	BCL6	intronic	9187.0	NR_036497	339929	LPP-AS2	intergenic	417550.0	NM_001706	604.0	BCL6	9187.0	NM_001004312	344892.0	RTP2	-33981.0	NR_034062	100131635.0	LOC100131635	34172.0	NM_001048	6750.0	SST	-66125.0	NM_022147	64108.0	RTP4	368158.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	5.0												
SUDHL5-H3K27ACAM_Lib-2_LE018	ACAM	chr3:187455218-187455455	-37.0346	26.8541	238	NM_001130845	604	BCL6	promoter	-1051	NM_001706	604	BCL6	intronic	8177.0	NR_036497	339929	LPP-AS2	intergenic	416540.0	NM_001706	604.0	BCL6	8177.0	NM_001004312	344892.0	RTP2	-34991.0	NR_034062	100131635.0	LOC100131635	35182.0	NM_001048	6750.0	SST	-67135.0	NM_022147	64108.0	RTP4	369168.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
SUDHL5-H3K27ACAM_Lib-2_LE018	ACAM	chr3:187455647-187462850	-155.0929	97.7489	7204	NM_001706	604	BCL6	intronic	4265	NM_001706	604	BCL6	intronic	4265.0	NR_036497	339929	LPP-AS2	intergenic	412628.0	NM_001706	604.0	BCL6	4265.0	NM_001004312	344892.0	RTP2	-38903.0	NR_034062	100131635.0	LOC100131635	39094.0	NM_001048	6750.0	SST	-71047.0	NM_022147	64108.0	RTP4	373080.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		5.0												
SUDHL5-H3K27ACAM_Lib-2_LE018	ACAM	chr3:187463197-187469069	-145.1124	94.2522	5873						NM_001706	604	BCL6	intergenic	-2620.0	NR_036497	339929	LPP-AS2	intergenic	405743.0	NM_001706	604.0	BCL6	-2620.0	NM_001004312	344892.0	RTP2	-45788.0	NR_034062	100131635.0	LOC100131635	45979.0	NM_001048	6750.0	SST	-77932.0	NM_022147	64108.0	RTP4	379965.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0	BCL6	0.0												
HLY1-H3K27ACAM_Lib-5_LE041	ACAM	chr3:187462509-187462615	-21.3508	23.0005	107	NM_001706	604	BCL6	promoter,intronic	951	NM_001706	604	BCL6	promoter,intronic	951.0	NR_036497	339929	LPP-AS2	intergenic	409314.0	NM_001706	604.0	BCL6	951.0	NM_001004312	344892.0	RTP2	-42217.0	NR_034062	100131635.0	LOC100131635	42408.0	NM_001048	6750.0	SST	-74361.0	NM_022147	64108.0	RTP4	376394.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		2.0												
HLY1-H3K27ACAM_Lib-5_LE041	ACAM	chr3:187463173-187463824	-52.0101	42.1449	652	NM_001706	604	BCL6	promoter,exonic	15	NM_001706	604	BCL6	promoter,exonic	15.0	NR_036497	339929	LPP-AS2	intergenic	408378.0	NM_001706	604.0	BCL6	15.0	NM_001004312	344892.0	RTP2	-43153.0	NR_034062	100131635.0	LOC100131635	43344.0	NM_001048	6750.0	SST	-75297.0	NM_022147	64108.0	RTP4	377330.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	2.0												
WSU-DLCL2-H3K27ACAM_Lib-1_LE010	ACAM		-16.0231	19.956	110						NR_146716.2	105374261	LINC02041	intergenic	-9131.0	NR_146716.2	105374261	LINC02041	intergenic	-9131.0					NR_146716.2	105374261.0	LINC02041	-9131.0	NM_022147.3	64108.0	RTP4	69530.0	NM_001031849.3	5648.0	MASP1	-146178.0	NR_135551.1	101929130.0	LOC101929130	146643.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187437861-187437970		0.0									
WSU-DLCL2-H3K27ACAM_Lib-1_LE010	ACAM		-16.9256	19.2939	151						NR_146716.2	105374261	LINC02041	intergenic	3274.0	NR_146716.2	105374261	LINC02041	intergenic	3274.0					NR_146716.2	105374261.0	LINC02041	3274.0	NM_022147.3	64108.0	RTP4	81935.0	NM_001031849.3	5648.0	MASP1	-158583.0	NR_135551.1	101929130.0	LOC101929130	159048.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187450245-187450395		0.0									
WSU-DLCL2-H3K27ACAM_Lib-1_LE010	ACAM		-32.1978	30.5897	729						NR_146716.2	105374261	LINC02041	intergenic	5474.0	NR_146716.2	105374261	LINC02041	intergenic	5474.0					NR_146716.2	105374261.0	LINC02041	5474.0	NM_022147.3	64108.0	RTP4	84135.0	NM_001031849.3	5648.0	MASP1	-160783.0	NR_135551.1	101929130.0	LOC101929130	161248.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187452156-187452884		0.0									
WSU-DLCL2-H3K27ACAM_Lib-1_LE010	ACAM		-43.304	39.2704	1895						NR_146716.2	105374261	LINC02041	intergenic	7033.0	NR_146716.2	105374261	LINC02041	intergenic	7033.0					NR_146716.2	105374261.0	LINC02041	7033.0	NM_022147.3	64108.0	RTP4	85694.0	NM_001031849.3	5648.0	MASP1	-162342.0	NR_135551.1	101929130.0	LOC101929130	162807.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187453132-187455026		0.0									
WSU-DLCL2-H3K27ACAM_Lib-1_LE010	ACAM		-174.3384	114.9114	9124						NR_146716.2	105374261	LINC02041	intergenic	12705.0	NR_146716.2	105374261	LINC02041	intergenic	12705.0					NR_146716.2	105374261.0	LINC02041	12705.0	NM_022147.3	64108.0	RTP4	91366.0	NM_001031849.3	5648.0	MASP1	-168014.0	NR_135551.1	101929130.0	LOC101929130	168479.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187455190-187464313		0.0									
WSU-DLCL2-H3K27ACAM_Lib-1_LE010	ACAM		-140.7199	96.1136	4575						NR_146716.2	105374261	LINC02041	intergenic	19655.0	NR_146716.2	105374261	LINC02041	intergenic	19655.0					NR_146716.2	105374261.0	LINC02041	19655.0	NM_022147.3	64108.0	RTP4	98316.0	NM_001031849.3	5648.0	MASP1	-174964.0	NR_135551.1	101929130.0	LOC101929130	175429.0									chr3:187282213-187682212	LINC02041;MASP1;RTP4;SST	0.0	1.0			chr3:187464414-187468988		0.0									
HBL1-H3K27ACDiag_Lib-6_LE050	Diag	chr3:187455308-187455458	-21.0536	22.3688	151	NM_001130845	604	BCL6			NM_001130845	604	BCL6			NR_034062	100131635	LOC100131635																																				3.0				promoter	-1098	promoter	-1098.0	intergenic	35229.0			
HBL1-H3K27ACDiag_Lib-6_LE050	Diag	chr3:187455649-187460751	-85.2653	68.5434	5103	NM_001706	604	BCL6			NM_001130845	604	BCL6			NR_034062	100131635	LOC100131635																																				3.0				intronic	5313	intergenic	-3915.0	intergenic	38046.0			
HBL1-H3K27ACDiag_Lib-6_LE050	Diag	chr3:187460854-187463808	-71.9102	60.1359	2955	NM_001706	604	BCL6			NM_001706	604	BCL6			NR_034062	100131635	LOC100131635																												tandem_repeat								3.0				intronic	1182	intronic	1182.0	intergenic	42177.0			
HBL1-H3K27ACDiag_Lib-6_LE050	Diag	chr3:187468017-187468186	-19.3727	22.1566	170						NM_001706	604	BCL6			NR_034062	100131635	LOC100131635																																				0.0						intergenic	-4588.0	intergenic	47947.0			
HBL1-H3K27ACDiag_Lib-6_LE050	Diag	chr3:187455308-187455458	-21.0536	22.3688	151	NM_001130845	604	BCL6	promoter	-1098	NM_001706	604	BCL6	intronic	8130.0	NR_036497	339929	LPP-AS2	intergenic	416493.0	NM_001706	604.0	BCL6	8130.0	NM_001004312	344892.0	RTP2	-35038.0	NR_034062	100131635.0	LOC100131635	35229.0	NM_001048	6750.0	SST	-67182.0	NM_022147	64108.0	RTP4	369215.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		3.0												
HBL1-H3K27ACDiag_Lib-6_LE050	Diag	chr3:187455649-187460751	-85.2653	68.5434	5103	NM_001706	604	BCL6	intronic	5313	NM_001706	604	BCL6	intronic	5313.0	NR_036497	339929	LPP-AS2	intergenic	413676.0	NM_001706	604.0	BCL6	5313.0	NM_001004312	344892.0	RTP2	-37855.0	NR_034062	100131635.0	LOC100131635	38046.0	NM_001048	6750.0	SST	-69999.0	NM_022147	64108.0	RTP4	372032.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		3.0												
HBL1-H3K27ACDiag_Lib-6_LE050	Diag	chr3:187460854-187463808	-71.9102	60.1359	2955	NM_001706	604	BCL6	intronic	1182	NM_001706	604	BCL6	intronic	1182.0	NR_036497	339929	LPP-AS2	intergenic	409545.0	NM_001706	604.0	BCL6	1182.0	NM_001004312	344892.0	RTP2	-41986.0	NR_034062	100131635.0	LOC100131635	42177.0	NM_001048	6750.0	SST	-74130.0	NM_022147	64108.0	RTP4	376163.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	3.0												
HBL1-H3K27ACDiag_Lib-6_LE050	Diag	chr3:187468017-187468186	-19.3727	22.1566	170						NM_001706	604	BCL6	intergenic	-4588.0	NR_036497	339929	LPP-AS2	intergenic	403775.0	NM_001706	604.0	BCL6	-4588.0	NM_001004312	344892.0	RTP2	-47756.0	NR_034062	100131635.0	LOC100131635	47947.0	NM_001048	6750.0	SST	-79900.0	NM_022147	64108.0	RTP4	381933.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		0.0												
SUDHL2-H3K27ACDiag_Lib-3_LE026	Diag	chr3:187448012-187448171	-17.049	19.994	160	NR_034062;NM_001134738	100131635;604	LOC100131635;BCL6	intronic;intronic	27937;4604	NM_001134738	604	BCL6	intronic	4604.0	NM_001130845	604	BCL6	intronic	6194.0	NM_001134738	604.0	BCL6	4604.0	NM_001004312	344892.0	RTP2	-27746.0	NR_034062	100131635.0	LOC100131635	27937.0	NM_001048	6750.0	SST	-59890.0	NM_022147	64108.0	RTP4	361923.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		4.0												
SUDHL2-H3K27ACDiag_Lib-3_LE026	Diag	chr3:187448412-187448970	-23.6683	24.8059	559	NR_034062;NM_001134738	100131635;604	LOC100131635;BCL6	intronic;intronic	28537;4004	NM_001134738	604	BCL6	intronic	4004.0	NM_001130845	604	BCL6	intronic	5594.0	NM_001134738	604.0	BCL6	4004.0	NM_001004312	344892.0	RTP2	-28346.0	NR_034062	100131635.0	LOC100131635	28537.0	NM_001048	6750.0	SST	-60490.0	NM_022147	64108.0	RTP4	362523.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	0.0	1.0		4.0												
SUDHL2-H3K27ACDiag_Lib-3_LE026	Diag	chr3:187449153-187451771	-32.9073	31.7978	2619	NM_001134738	604	BCL6	intronic	2233	NM_001134738	604	BCL6	intronic	2233.0	NR_036497	339929	LPP-AS2	intergenic	421414.0	NM_001134738	604.0	BCL6	2233.0	NM_001004312	344892.0	RTP2	-30117.0	NR_034062	100131635.0	LOC100131635	30308.0	NM_001048	6750.0	SST	-62261.0	NM_022147	64108.0	RTP4	364294.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0		4.0												
SUDHL2-H3K27ACDiag_Lib-3_LE026	Diag	chr3:187451955-187462463	-143.2457	98.443	10509	NM_001706	604	BCL6	intronic	6304	NM_001706	604	BCL6	intronic	6304.0	NR_036497	339929	LPP-AS2	intergenic	414667.0	NM_001706	604.0	BCL6	6304.0	NM_001004312	344892.0	RTP2	-36864.0	NR_034062	100131635.0	LOC100131635	37055.0	NM_001048	6750.0	SST	-69008.0	NM_022147	64108.0	RTP4	371041.0						tandem_repeat			chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	4.0												
WSU-DLCL2-H3K27ACDiag_Lib-7_LE066	Diag	chr3:187452470-187452737	-16.5662		268	NM_001134738	604	BCL6	promoter,intronic	92	NM_001134738	604	BCL6	promoter,intronic	92.0	NR_036497	339929	LPP-AS2	intergenic	419273.0	NM_001134738	604.0	BCL6	92.0	NM_001004312	344892.0	RTP2	-32258.0	NR_034062	100131635.0	LOC100131635	32449.0	NM_001048	6750.0	SST	-64402.0	NM_022147	64108.0	RTP4	366435.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	4.0												
WSU-DLCL2-H3K27ACDiag_Lib-7_LE066	Diag	chr3:187453738-187454966	-23.2123		1229	NM_001130845	604	BCL6	promoter	-67	NM_001706	604	BCL6	intronic	9161.0	NR_036497	339929	LPP-AS2	intergenic	417524.0	NM_001706	604.0	BCL6	9161.0	NM_001004312	344892.0	RTP2	-34007.0	NR_034062	100131635.0	LOC100131635	34198.0	NM_001048	6750.0	SST	-66151.0	NM_022147	64108.0	RTP4	368184.0									chr3:187400001-188640000	AC063932.1;BCL6;BCL6-AS1;FLJ42393;LINC01991;LPP;LPP-AS1;LPP-AS2;MIR28;RP11-132N15.1;RP11-132N15.2;RP11-211G3.3;RP11-30O15.1;RP11-430L16.1;RP11-44H4.1;RTP2	1.0	1.0	BCL6	4.0												
